Nombre,Tipo,Estado,Departamento - Ciudad,Información Adicional,Contratista,Extension de la Obra,Localidades Beneficiadas,Fecha de Inicio,Fecha de Finalización,Plazo de Ejecución (en meses),Avance,Fuente de Financiación
Mantenimiento de Carreteras por Índices de Servicios Ruta Nacional N° 3 tramo: Limpio - Arroyos y Esteros - San Estanislao - Rotonda Arroyo Tapiracuay - Rotonda Calle 6000,Rehabilitación y Mantenimiento de Rutas Pavimentadas (CREMA),EN CONSTRUCCIÓN,Cordillera - Arroyos y Esteros,CREMA. Mantenimiento de Carreteras por Índices de Servicios Ruta Nacional N° 3 tramo: Limpio - Emboscada - Arroyos y Esteros - 25 de Diciembre - San Estanislao - Rotonda Arroyo Tapiracuay -Rotonda Calle 6000,Consorcio TOCSA - ECOIMPA,,Limpio - Arroyos y Esteros - San Estanislao - Rotonda Arroyo Tapiracuay -Rotonda Calle 6000,"Mar, 24 Marzo 2015","Dom, 29 Mayo 2022",64,76%,Fondo Local
Mantenimiento de Carreteras por Índices de Servicios Ruta Nacional N° 3 tramo: Limpio - Arroyos y Esteros - San Estanislao - Rotonda Arroyo Tapiracuay - Rotonda Calle 6000,Rehabilitación y Mantenimiento de Rutas Pavimentadas (CREMA),EN CONSTRUCCIÓN,Cordillera - Arroyos y Esteros,CREMA. Mantenimiento de Carreteras por Índices de Servicios Ruta Nacional N° 3 tramo: Limpio - Emboscada - Arroyos y Esteros - 25 de Diciembre - San Estanislao - Rotonda Arroyo Tapiracuay -Rotonda Calle 6000,Consorcio TOCSA - ECOIMPA,,Limpio - Arroyos y Esteros - San Estanislao - Rotonda Arroyo Tapiracuay -Rotonda Calle 6000,"Mar, 24 Marzo 2015","Dom, 29 Mayo 2022",64,76%,Fondo Local
Mantenimiento de Carreteras por Índices de Servicios Ruta Nacional N° 3 tramo: Limpio - Arroyos y Esteros - San Estanislao - Rotonda Arroyo Tapiracuay - Rotonda Calle 6000,Rehabilitación y Mantenimiento de Rutas Pavimentadas (CREMA),EN CONSTRUCCIÓN,Cordillera - Arroyos y Esteros,CREMA. Mantenimiento de Carreteras por Índices de Servicios Ruta Nacional N° 3 tramo: Limpio - Emboscada - Arroyos y Esteros - 25 de Diciembre - San Estanislao - Rotonda Arroyo Tapiracuay -Rotonda Calle 6000,Consorcio TOCSA - ECOIMPA,,Limpio - Arroyos y Esteros - San Estanislao - Rotonda Arroyo Tapiracuay -Rotonda Calle 6000,"Mar, 24 Marzo 2015","Dom, 29 Mayo 2022",64,76%,Fondo Local
Mantenimiento de Carreteras por Índices de Servicios Ruta Nacional N° 3 tramo: Limpio - Arroyos y Esteros - San Estanislao - Rotonda Arroyo Tapiracuay - Rotonda Calle 6000,Rehabilitación y Mantenimiento de Rutas Pavimentadas (CREMA),EN CONSTRUCCIÓN,Cordillera - Arroyos y Esteros,CREMA. Mantenimiento de Carreteras por Índices de Servicios Ruta Nacional N° 3 tramo: Limpio - Emboscada - Arroyos y Esteros - 25 de Diciembre - San Estanislao - Rotonda Arroyo Tapiracuay -Rotonda Calle 6000,Consorcio TOCSA - ECOIMPA,,Limpio - Arroyos y Esteros - San Estanislao - Rotonda Arroyo Tapiracuay -Rotonda Calle 6000,"Mar, 24 Marzo 2015","Dom, 29 Mayo 2022",64,76%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Caaguazú - Caaguazú,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú. Lote 16,Sotec S.A.,,Caaguazú,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,100%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Caaguazú - Caaguazú,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú. Lote 16,Sotec S.A.,,Caaguazú,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,100%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Caaguazú - Caaguazú,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú. Lote 16,Sotec S.A.,,Caaguazú,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,100%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Caaguazú - Caaguazú,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú. Lote 16,Sotec S.A.,,Caaguazú,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,100%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Caaguazú - Caaguazú,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú. Lote 16,Sotec S.A.,,Caaguazú,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,100%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Caaguazú - Caaguazú,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú. Lote 16,Sotec S.A.,,Caaguazú,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,100%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Caaguazú - Caaguazú,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú. Lote 16,Sotec S.A.,,Caaguazú,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,100%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Caaguazú - Caaguazú,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú. Lote 16,Sotec S.A.,,Caaguazú,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,100%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Caaguazú - Caaguazú,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú. Lote 16,Sotec S.A.,,Caaguazú,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,100%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Caaguazú - Caaguazú,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú. Lote 16,Sotec S.A.,,Caaguazú,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,100%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Caaguazú - Caaguazú,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú. Lote 16,Sotec S.A.,,Caaguazú,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,100%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Caaguazú - Caaguazú,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú. Lote 16,Sotec S.A.,,Caaguazú,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,100%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Caaguazú - Caaguazú,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú. Lote 16,Sotec S.A.,,Caaguazú,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,100%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Caaguazú - Caaguazú,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de Caaguazú. Lote 16,Sotec S.A.,,Caaguazú,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,100%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Mejoramiento de Franja de Dominio,EN REPARACIÓN,Cordillera - Itacurubí de la Cordillera,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Cabañas Construcciones,,Cordillera - Caaguazú,"Lun, 30 Noviembre 2015","Vie, 26 Agosto 2016",,100%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Mejoramiento de Franja de Dominio,EN REPARACIÓN,Cordillera - Itacurubí de la Cordillera,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Cabañas Construcciones,,Cordillera - Caaguazú,"Lun, 30 Noviembre 2015","Vie, 26 Agosto 2016",,100%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Mejoramiento de Franja de Dominio,EN REPARACIÓN,Cordillera - Itacurubí de la Cordillera,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Cabañas Construcciones,,Cordillera - Caaguazú,"Lun, 30 Noviembre 2015","Vie, 26 Agosto 2016",,100%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Mejoramiento de Franja de Dominio,EN REPARACIÓN,Cordillera - Itacurubí de la Cordillera,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Cabañas Construcciones,,Cordillera - Caaguazú,"Lun, 30 Noviembre 2015","Vie, 26 Agosto 2016",,100%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Mejoramiento de Franja de Dominio,EN REPARACIÓN,Cordillera - Itacurubí de la Cordillera,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Cabañas Construcciones,,Cordillera - Caaguazú,"Lun, 30 Noviembre 2015","Vie, 26 Agosto 2016",,100%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Mejoramiento de Franja de Dominio,EN REPARACIÓN,Cordillera - Itacurubí de la Cordillera,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Cabañas Construcciones,,Cordillera - Caaguazú,"Lun, 30 Noviembre 2015","Vie, 26 Agosto 2016",,100%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Mejoramiento de Franja de Dominio,EN REPARACIÓN,Cordillera - Itacurubí de la Cordillera,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Cabañas Construcciones,,Cordillera - Caaguazú,"Lun, 30 Noviembre 2015","Vie, 26 Agosto 2016",,100%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Mejoramiento de Franja de Dominio,EN REPARACIÓN,Cordillera - Itacurubí de la Cordillera,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Cabañas Construcciones,,Cordillera - Caaguazú,"Lun, 30 Noviembre 2015","Vie, 26 Agosto 2016",,100%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Mejoramiento de Franja de Dominio,EN REPARACIÓN,Cordillera - Itacurubí de la Cordillera,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Cabañas Construcciones,,Cordillera - Caaguazú,"Lun, 30 Noviembre 2015","Vie, 26 Agosto 2016",,100%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Mejoramiento de Franja de Dominio,EN REPARACIÓN,Cordillera - Itacurubí de la Cordillera,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Cabañas Construcciones,,Cordillera - Caaguazú,"Lun, 30 Noviembre 2015","Vie, 26 Agosto 2016",,100%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Mejoramiento de Franja de Dominio,EN REPARACIÓN,Cordillera - Itacurubí de la Cordillera,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Cabañas Construcciones,,Cordillera - Caaguazú,"Lun, 30 Noviembre 2015","Vie, 26 Agosto 2016",,100%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Mejoramiento de Franja de Dominio,EN REPARACIÓN,Cordillera - Itacurubí de la Cordillera,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Cabañas Construcciones,,Cordillera - Caaguazú,"Lun, 30 Noviembre 2015","Vie, 26 Agosto 2016",,100%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Mejoramiento de Franja de Dominio,EN REPARACIÓN,Cordillera - Itacurubí de la Cordillera,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Cabañas Construcciones,,Cordillera - Caaguazú,"Lun, 30 Noviembre 2015","Vie, 26 Agosto 2016",,100%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Mejoramiento de Franja de Dominio,EN REPARACIÓN,Cordillera - Itacurubí de la Cordillera,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 13 y Lote 36,Cabañas Construcciones,,Cordillera - Caaguazú,"Lun, 30 Noviembre 2015","Vie, 26 Agosto 2016",,100%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Itapúa - Encarnación,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Sotec S.A.,,Itapúa,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,0%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Itapúa - Encarnación,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Sotec S.A.,,Itapúa,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,0%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Itapúa - Encarnación,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Sotec S.A.,,Itapúa,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,0%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Itapúa - Encarnación,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Sotec S.A.,,Itapúa,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,0%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Itapúa - Encarnación,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Sotec S.A.,,Itapúa,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,0%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Itapúa - Encarnación,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Sotec S.A.,,Itapúa,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,0%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Itapúa - Encarnación,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Sotec S.A.,,Itapúa,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,0%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Itapúa - Encarnación,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Sotec S.A.,,Itapúa,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,0%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Itapúa - Encarnación,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Sotec S.A.,,Itapúa,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,0%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Itapúa - Encarnación,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Sotec S.A.,,Itapúa,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,0%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Itapúa - Encarnación,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Sotec S.A.,,Itapúa,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,0%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Itapúa - Encarnación,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Sotec S.A.,,Itapúa,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,0%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Itapúa - Encarnación,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Sotec S.A.,,Itapúa,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,0%,Fondo Local
Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Mejoramiento de transitabilidad de caminos no pavimentados,FINALIZADA,Itapúa - Encarnación,Mejoramiento de Transitabilidad de caminos no pavimentados en el Departamento de tapúa.,Sotec S.A.,,Itapúa,"Vie, 01 Julio 2016","Mar, 30 Agosto 2016",,0%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Mejoramiento de Franja de Dominio,EN CONSTRUCCIÓN,Central - Ypacaraí,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Jerovia Construcciones,,Central - Paraguarí,"Lun, 30 Noviembre 2015","Mié, 30 Noviembre 2016",,0%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Mejoramiento de Franja de Dominio,EN CONSTRUCCIÓN,Central - Ypacaraí,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Jerovia Construcciones,,Central - Paraguarí,"Lun, 30 Noviembre 2015","Mié, 30 Noviembre 2016",,0%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Mejoramiento de Franja de Dominio,EN CONSTRUCCIÓN,Central - Ypacaraí,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Jerovia Construcciones,,Central - Paraguarí,"Lun, 30 Noviembre 2015","Mié, 30 Noviembre 2016",,0%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Mejoramiento de Franja de Dominio,EN CONSTRUCCIÓN,Central - Ypacaraí,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Jerovia Construcciones,,Central - Paraguarí,"Lun, 30 Noviembre 2015","Mié, 30 Noviembre 2016",,0%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Mejoramiento de Franja de Dominio,EN CONSTRUCCIÓN,Central - Ypacaraí,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Jerovia Construcciones,,Central - Paraguarí,"Lun, 30 Noviembre 2015","Mié, 30 Noviembre 2016",,0%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Mejoramiento de Franja de Dominio,EN CONSTRUCCIÓN,Central - Ypacaraí,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Jerovia Construcciones,,Central - Paraguarí,"Lun, 30 Noviembre 2015","Mié, 30 Noviembre 2016",,0%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Mejoramiento de Franja de Dominio,EN CONSTRUCCIÓN,Central - Ypacaraí,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Jerovia Construcciones,,Central - Paraguarí,"Lun, 30 Noviembre 2015","Mié, 30 Noviembre 2016",,0%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Mejoramiento de Franja de Dominio,EN CONSTRUCCIÓN,Central - Ypacaraí,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Jerovia Construcciones,,Central - Paraguarí,"Lun, 30 Noviembre 2015","Mié, 30 Noviembre 2016",,0%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Mejoramiento de Franja de Dominio,EN CONSTRUCCIÓN,Central - Ypacaraí,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Jerovia Construcciones,,Central - Paraguarí,"Lun, 30 Noviembre 2015","Mié, 30 Noviembre 2016",,0%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Mejoramiento de Franja de Dominio,EN CONSTRUCCIÓN,Central - Ypacaraí,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Jerovia Construcciones,,Central - Paraguarí,"Lun, 30 Noviembre 2015","Mié, 30 Noviembre 2016",,0%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Mejoramiento de Franja de Dominio,EN CONSTRUCCIÓN,Central - Ypacaraí,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Jerovia Construcciones,,Central - Paraguarí,"Lun, 30 Noviembre 2015","Mié, 30 Noviembre 2016",,0%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Mejoramiento de Franja de Dominio,EN CONSTRUCCIÓN,Central - Ypacaraí,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Jerovia Construcciones,,Central - Paraguarí,"Lun, 30 Noviembre 2015","Mié, 30 Noviembre 2016",,0%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Mejoramiento de Franja de Dominio,EN CONSTRUCCIÓN,Central - Ypacaraí,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Jerovia Construcciones,,Central - Paraguarí,"Lun, 30 Noviembre 2015","Mié, 30 Noviembre 2016",,0%,Fondo Local
Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Mejoramiento de Franja de Dominio,EN CONSTRUCCIÓN,Central - Ypacaraí,Trabajos de Mejoramiento de Franja de Dominio de Carreteras por Niveles de Servicio Lote 27 y Lote 38,Jerovia Construcciones,,Central - Paraguarí,"Lun, 30 Noviembre 2015","Mié, 30 Noviembre 2016",,0%,Fondo Local
Construcción de Puentes de Hormigón Armado en varios tramos,Puente de Hormigón Armado,FINALIZADA,Itapúa - San Pedro del Paraná,Construcción de Puentes de Hormigón Armado en varios tramos,Sotec S.A.,,San Pedro del Paraná - Fram,"Jue, 02 Mayo 2013","Mar, 23 Junio 2015",,100%,BID
Construcción de Puentes de Hormigón Armado en varios tramos,Puente de Hormigón Armado,FINALIZADA,Itapúa - San Pedro del Paraná,Construcción de Puentes de Hormigón Armado en varios tramos,Sotec S.A.,,San Pedro del Paraná - Fram,"Jue, 02 Mayo 2013","Mar, 23 Junio 2015",,100%,BID
Construcción de Puentes de Hormigón Armado en varios tramos,Puente de Hormigón Armado,FINALIZADA,Itapúa - San Pedro del Paraná,Construcción de Puentes de Hormigón Armado en varios tramos,Sotec S.A.,,San Pedro del Paraná - Fram,"Jue, 02 Mayo 2013","Mar, 23 Junio 2015",,100%,BID
Construcción de Puentes de Hormigón Armado en varios tramos,Puente de Hormigón Armado,FINALIZADA,Itapúa - San Pedro del Paraná,Construcción de Puentes de Hormigón Armado en varios tramos,Sotec S.A.,,San Pedro del Paraná - Fram,"Jue, 02 Mayo 2013","Mar, 23 Junio 2015",,100%,BID
Construcción de Puentes de Hormigón Armado en varios tramos,Puente de Hormigón Armado,FINALIZADA,Itapúa - San Pedro del Paraná,Construcción de Puentes de Hormigón Armado en varios tramos,Sotec S.A.,,San Pedro del Paraná - Fram,"Jue, 02 Mayo 2013","Mar, 23 Junio 2015",,100%,BID
Construcción de Puentes de Hormigón Armado en varios tramos,Puente de Hormigón Armado,FINALIZADA,Itapúa - San Pedro del Paraná,Construcción de Puentes de Hormigón Armado en varios tramos,Sotec S.A.,,San Pedro del Paraná - Fram,"Jue, 02 Mayo 2013","Mar, 23 Junio 2015",,100%,BID
Construcción de Puentes de Hormigón Armado en varios tramos,Puente de Hormigón Armado,FINALIZADA,Itapúa - San Pedro del Paraná,Construcción de Puentes de Hormigón Armado en varios tramos,Sotec S.A.,,San Pedro del Paraná - Fram,"Jue, 02 Mayo 2013","Mar, 23 Junio 2015",,100%,BID
